name	bin_id	collection_id	profile_db_path	contigs_db_path
AMZIII_AMZ_Pro_AG_937_K23_cc	AMZIII_AMZ_Pro_AG_937_K23_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_CUG1436_d_cc	HLII_HLII_1_CUG1436_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_CUG1437_d_cc	HLII_HLII_1_CUG1437_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_XMU1420_d_cc	HLII_HLII_1_XMU1420_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_XMU1423_d_cc	HLII_HLII_1_XMU1423_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_XMU1425_d_cc	HLII_HLII_1_XMU1425_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_1_XMU1429_d_cc	HLII_HLII_1_XMU1429_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_2_CUG1430_d_cc	HLII_HLII_2_CUG1430_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_2_XMU1427_d_cc	HLII_HLII_2_XMU1427_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_HLII_3_CUG1439_d_cc	HLII_HLII_3_CUG1439_d_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLIII_Prochlorococcus_sp__AG_418_C09_cc	HLIII_Prochlorococcus_sp__AG_418_C09_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLIII_uncultured_Prochlorococcus_sp__AH_287_A06_cc	HLIII_uncultured_Prochlorococcus_sp__AH_287_A06_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLIII_uncultured_Prochlorococcus_sp__AH_321_J17_cc	HLIII_uncultured_Prochlorococcus_sp__AH_321_J17_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLIII_uncultured_Prochlorococcus_sp__ERR599053_bin_56_MetaBAT_v2_12_1_MAG_cc	HLIII_uncultured_Prochlorococcus_sp__ERR599053_bin_56_MetaBAT_v2_12_1_MAG_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1415_cc	HLII_Prochlorococcus_marinus_CUG1415_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1416_cc	HLII_Prochlorococcus_marinus_CUG1416_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1433_cc	HLII_Prochlorococcus_marinus_CUG1433_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1434_cc	HLII_Prochlorococcus_marinus_CUG1434_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1435_cc	HLII_Prochlorococcus_marinus_CUG1435_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_CUG1438_cc	HLII_Prochlorococcus_marinus_CUG1438_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_SCGC_AAA795_F05_cc	HLII_Prochlorococcus_marinus_SCGC_AAA795_F05_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_SCGC_AAA795_J16_cc	HLII_Prochlorococcus_marinus_SCGC_AAA795_J16_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_SCGC_AAA795_M23_cc	HLII_Prochlorococcus_marinus_SCGC_AAA795_M23_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__AS9601_cc	HLII_Prochlorococcus_marinus_str__AS9601_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__GP2_cc	HLII_Prochlorococcus_marinus_str__GP2_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9107_cc	HLII_Prochlorococcus_marinus_str__MIT_9107_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9202_cc	HLII_Prochlorococcus_marinus_str__MIT_9202_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9215_cc	HLII_Prochlorococcus_marinus_str__MIT_9215_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9301_cc	HLII_Prochlorococcus_marinus_str__MIT_9301_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9312_cc	HLII_Prochlorococcus_marinus_str__MIT_9312_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MIT_9314_cc	HLII_Prochlorococcus_marinus_str__MIT_9314_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__MU1417_cc	HLII_Prochlorococcus_marinus_str__MU1417_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_str__SB_cc	HLII_Prochlorococcus_marinus_str__SB_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1402_cc	HLII_Prochlorococcus_marinus_XMU1402_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1404_cc	HLII_Prochlorococcus_marinus_XMU1404_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1405_cc	HLII_Prochlorococcus_marinus_XMU1405_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1410_cc	HLII_Prochlorococcus_marinus_XMU1410_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1412_cc	HLII_Prochlorococcus_marinus_XMU1412_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1419_cc	HLII_Prochlorococcus_marinus_XMU1419_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
HLII_Prochlorococcus_marinus_XMU1428_cc	HLII_Prochlorococcus_marinus_XMU1428_cc	Genomes_Pro618	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/SAMPLE_Profile_db/MERGE_506/pct95/PROFILE.db	/number1/SUSTech_project/workflow_v2/stage_II_20230928/edge_V_analysis_of_mapping/IV_anvio_metapangenome/II_Metabolic_SAMPLE_db/Pro_outsyn-CONTIGS.db
